label,trial_id,time,us_c0,pir_c0,us_c1,pir_c1,us_c2,pir_c2,us_c3,pir_c3,x,y
straight_walk,straight_walk_000,2.8,538.2,0,365.7,0,174.1,1,429.1,0,4.0524,3.5482
straight_walk,straight_walk_000,2.9,544.7,0,363.9,0,172.1,1,433.2,0,4.1221,3.5698
straight_walk,straight_walk_000,3.0,537.6,0,358.4,0,183.2,1,431.2,0,4.0781,3.5034
straight_walk,straight_walk_000,3.1,541.8,0,359.5,0,174.1,1,441.0,0,4.1423,3.4902
straight_walk,straight_walk_000,3.2,539.1,0,364.7,1,175.9,1,434.2,0,4.0761,3.5206
straight_walk,straight_walk_000,3.3,533.8,0,365.2,0,172.7,1,425.2,0,4.0137,3.5399
straight_walk,straight_walk_000,3.4,540.9,0,370.7,0,167.7,1,435.5,0,4.0733,3.5506
straight_walk,straight_walk_000,3.5,548.2,0,369.0,0,173.7,1,435.8,0,4.1281,3.5901
straight_walk,straight_walk_000,3.6,542.0,0,368.7,0,168.5,1,436.6,0,4.093,3.5459
straight_walk,straight_walk_000,3.7,545.9,0,363.6,0,163.2,1,433.0,0,4.1416,3.5888
straight_walk,straight_walk_000,3.8,545.9,0,365.0,0,173.0,1,430.5,0,4.1167,3.5953
straight_walk,straight_walk_000,3.9,542.6,0,371.8,0,165.1,0,429.6,0,4.0652,3.6023
straight_walk,straight_walk_000,4.0,540.1,0,369.5,0,167.0,1,426.1,0,4.0463,3.5965
straight_walk,straight_walk_000,4.1,545.8,0,372.6,0,160.4,1,436.7,0,4.1103,3.5919
straight_walk,straight_walk_000,4.2,550.4,0,371.6,1,166.3,1,431.7,0,4.1283,3.645
straight_walk,straight_walk_000,4.3,550.2,0,369.1,0,165.1,1,439.0,0,4.1612,3.5962
straight_walk,straight_walk_000,4.4,541.3,0,369.8,0,166.4,1,436.9,0,4.0858,3.5445
straight_walk,straight_walk_000,4.5,542.2,0,373.3,0,170.6,1,434.5,0,4.0631,3.5688
straight_walk,straight_walk_000,4.6,550.9,0,371.3,0,159.1,1,442.5,0,4.1721,3.5933
straight_walk,straight_walk_000,4.7,554.1,0,378.7,0,154.5,1,433.4,0,4.1369,3.6933
straight_walk,straight_walk_000,4.8,552.9,1,383.1,0,158.3,1,434.1,0,4.1044,3.6877
straight_walk,straight_walk_000,4.9,547.5,0,373.7,0,162.3,1,428.0,1,4.0899,3.655
straight_walk,straight_walk_000,5.0,554.3,0,379.3,0,157.7,1,434.6,0,4.1356,3.6853
straight_walk,straight_walk_000,5.1,557.2,0,371.2,0,159.1,1,439.6,0,4.2112,3.657
straight_walk,straight_walk_000,5.2,557.9,0,376.4,0,153.6,1,438.2,0,4.1924,3.6887
straight_walk,straight_walk_000,5.3,550.9,0,371.2,0,154.2,1,436.3,0,4.1599,3.6344
straight_walk,straight_walk_000,5.4,560.1,0,378.7,0,152.2,1,435.2,0,4.1895,3.7302
straight_walk,straight_walk_000,5.5,557.8,0,385.2,1,158.7,1,442.8,0,4.1547,3.6776
straight_walk,straight_walk_000,5.6,562.6,0,388.3,0,148.5,1,440.8,0,4.1791,3.7432
straight_walk,straight_walk_000,5.7,560.7,0,383.1,0,153.9,1,428.4,0,4.1499,3.7824
straight_walk,straight_walk_000,5.8,561.0,0,385.4,0,145.0,1,433.0,0,4.1624,3.7733
straight_walk,straight_walk_000,5.9,562.4,0,383.7,0,149.9,1,434.1,0,4.1799,3.7679
straight_walk,straight_walk_000,6.0,563.3,0,378.3,0,150.5,1,439.8,0,4.2301,3.7271
straight_walk,straight_walk_000,6.1,556.6,0,385.1,0,144.1,1,434.6,0,4.1372,3.7317
straight_walk,straight_walk_000,6.2,559.2,0,379.6,0,149.4,1,439.8,0,4.1942,3.7009
straight_walk,straight_walk_000,6.3,567.0,0,383.5,0,144.1,1,439.9,0,4.2384,3.7745
straight_walk,straight_walk_000,6.4,560.6,0,381.3,0,152.2,1,438.3,0,4.1887,3.7217
straight_walk,straight_walk_000,6.5,573.2,0,392.7,0,141.1,1,439.5,0,4.24,3.8503
straight_walk,straight_walk_000,6.6,577.2,0,393.9,0,132.6,1,442.6,0,4.2809,3.8732
straight_walk,straight_walk_000,6.7,570.6,0,385.4,0,141.4,1,444.2,0,4.2716,3.7839
straight_walk,straight_walk_000,6.8,565.4,0,391.8,0,145.9,1,434.2,0,4.1654,3.8156
straight_walk,straight_walk_000,6.9,568.3,0,383.0,0,145.0,1,435.6,0,4.2378,3.8072
straight_walk,straight_walk_000,7.0,567.6,0,389.5,0,146.6,1,435.3,0,4.1961,3.8184
straight_walk,straight_walk_000,7.1,574.1,0,389.3,0,140.1,1,442.3,0,4.2733,3.8327
straight_walk,straight_walk_000,7.2,570.6,0,385.0,0,144.8,1,436.5,0,4.2478,3.824
straight_walk,straight_walk_000,7.3,569.9,0,391.8,0,142.8,1,432.0,0,4.1954,3.8647
straight_walk,straight_walk_000,7.4,576.5,0,400.1,0,137.9,1,439.0,0,4.228,3.9012
straight_walk,straight_walk_000,7.5,579.4,0,396.1,0,133.1,1,439.5,0,4.2767,3.9145
straight_walk,straight_walk_000,7.6,572.2,0,392.4,0,141.2,0,437.1,0,4.2266,3.8557
straight_walk,straight_walk_000,7.7,571.4,0,389.5,0,137.8,1,438.3,0,4.2422,3.8383
straight_walk,straight_walk_000,7.8,581.4,0,392.6,0,125.8,1,442.0,0,4.325,3.9123
straight_walk,straight_walk_000,7.9,578.2,0,396.0,0,131.9,0,443.5,0,4.281,3.882
straight_walk,straight_walk_000,8.0,584.8,0,399.3,0,126.3,1,446.7,0,4.3292,3.9277
straight_walk,straight_walk_000,8.1,577.1,0,395.2,0,128.2,1,438.3,0,4.2645,3.9055
straight_walk,straight_walk_000,8.2,580.4,0,395.1,0,130.3,1,440.8,0,4.2965,3.9144
straight_walk,straight_walk_000,8.3,577.5,0,393.5,0,130.9,0,439.3,0,4.2777,3.8962
straight_walk,straight_walk_000,8.4,584.2,0,399.5,0,129.1,1,436.6,0,4.2908,3.9809
straight_walk,straight_walk_000,8.5,590.9,0,397.5,0,125.0,1,449.2,0,4.3952,3.9575
straight_walk,straight_walk_000,8.6,584.6,0,397.0,0,127.8,1,441.3,0,4.3229,3.9511
straight_walk,straight_walk_000,8.7,590.5,0,398.9,0,122.6,1,449.0,0,4.3858,3.9612
straight_walk,straight_walk_000,8.8,590.7,0,406.9,0,124.1,1,444.3,0,4.3291,4.0112
straight_walk,straight_walk_000,8.9,588.2,0,409.1,0,118.4,1,443.9,0,4.3005,4.0041
straight_walk,straight_walk_000,9.0,585.5,0,398.1,0,122.7,1,446.0,0,4.3415,3.9373
straight_walk,straight_walk_000,9.1,587.8,0,408.4,0,120.0,1,433.5,0,4.27,4.0589
straight_walk,straight_walk_000,9.2,591.7,0,407.1,0,122.7,1,450.4,0,4.3549,3.9836
straight_walk,straight_walk_000,9.3,592.0,0,402.5,0,115.6,1,445.3,0,4.3726,4.0095
straight_walk,straight_walk_000,9.4,585.2,0,406.6,0,126.4,1,441.3,0,4.277,3.983
straight_walk,straight_walk_000,9.5,592.4,0,409.3,0,114.2,1,446.9,0,4.3456,4.0232
straight_walk,straight_walk_000,9.6,587.5,0,403.9,0,123.5,0,445.1,0,4.3226,3.9729
straight_walk,straight_walk_000,9.7,591.1,0,408.7,0,107.9,1,446.9,0,4.3423,4.0153
straight_walk,straight_walk_000,9.8,596.8,0,412.8,0,116.0,0,442.4,0,4.3456,4.0927
straight_walk,straight_walk_000,9.9,591.3,0,409.5,0,121.7,1,443.2,0,4.3187,4.0313
straight_walk,straight_walk_000,10.0,597.2,0,403.7,0,115.4,1,444.0,0,4.4038,4.0622
straight_walk,straight_walk_000,10.1,593.6,0,407.8,0,112.9,1,446.0,0,4.3606,4.0349
straight_walk,straight_walk_000,10.2,595.2,0,404.6,0,110.2,1,444.5,0,4.3884,4.0499
straight_walk,straight_walk_000,10.3,601.2,0,414.2,0,115.0,1,449.9,0,4.3967,4.088
straight_walk,straight_walk_000,10.4,598.6,0,417.3,0,105.4,1,446.9,0,4.3569,4.1007
straight_walk,straight_walk_000,10.5,601.4,0,418.6,0,110.2,1,446.3,0,4.3663,4.1269
straight_walk,straight_walk_000,10.6,597.3,0,412.1,0,105.5,1,444.1,0,4.367,4.0928
straight_walk,straight_walk_000,10.7,606.1,0,416.3,0,105.9,1,448.1,0,4.4257,4.1501
straight_walk,straight_walk_000,10.8,599.1,0,412.2,0,108.3,1,450.2,0,4.3962,4.069
straight_walk,straight_walk_000,10.9,605.8,0,418.3,0,109.9,1,450.9,0,4.4176,4.1348
straight_walk,straight_walk_000,11.0,613.5,0,426.1,0,95.9,1,449.7,0,4.4423,4.2348
straight_walk,straight_walk_000,11.1,604.8,1,417.6,0,106.6,1,450.3,0,4.4141,4.13
straight_walk,straight_walk_000,11.2,600.0,0,410.5,0,110.2,1,444.5,0,4.3946,4.1037
straight_walk,straight_walk_000,11.3,606.8,0,415.9,0,101.5,1,443.6,0,4.4231,4.1853
straight_walk,straight_walk_000,11.4,608.1,0,416.7,0,107.2,1,450.5,0,4.446,4.1532
straight_walk,straight_walk_000,11.5,608.7,1,421.6,0,108.8,1,443.4,0,4.4008,4.2126
straight_walk,straight_walk_000,11.6,600.9,0,422.5,0,98.5,1,451.0,0,4.363,4.1144
straight_walk,straight_walk_000,11.7,604.5,0,422.3,0,106.6,1,451.3,0,4.3885,4.1353
straight_walk,straight_walk_000,11.8,603.2,0,419.8,0,103.5,1,454.7,0,4.4045,4.099
straight_walk,straight_walk_000,11.9,611.4,0,417.9,0,99.1,1,460.5,0,4.5019,4.1277
straight_walk,straight_walk_000,12.0,615.2,0,427.9,0,93.4,1,451.3,0,4.4523,4.2465
straight_walk,straight_walk_000,12.1,619.8,0,420.9,0,98.3,1,465.1,0,4.5692,4.1769
straight_walk,straight_walk_000,12.2,616.5,0,421.3,0,95.8,1,452.6,0,4.5025,4.2287
straight_walk,straight_walk_000,12.3,621.1,0,413.5,0,93.3,1,459.5,0,4.6068,4.2046
straight_walk,straight_walk_000,12.4,613.6,0,426.0,0,96.1,1,454.2,0,4.4567,4.2083
straight_walk,straight_walk_000,12.5,622.3,0,425.2,0,88.3,1,454.7,0,4.54,4.2801
straight_walk,straight_walk_000,12.6,612.8,0,425.8,0,97.1,1,456.4,0,4.458,4.1879
straight_walk,straight_walk_000,12.7,623.9,0,431.5,0,89.1,1,457.3,0,4.524,4.2951
straight_walk,straight_walk_000,12.8,618.5,0,426.8,0,94.9,1,453.4,0,4.4915,4.2573
straight_walk,straight_walk_000,12.9,625.8,0,434.9,0,82.8,1,451.5,0,4.5064,4.3598
straight_walk,straight_walk_000,13.0,621.6,0,422.7,0,90.2,1,457.1,0,4.5543,4.2509
straight_walk,straight_walk_000,13.1,626.0,0,432.1,0,91.6,1,454.5,0,4.5286,4.3303
straight_walk,straight_walk_000,13.2,623.1,0,432.0,0,86.4,1,454.4,0,4.5075,4.3087
straight_walk,straight_walk_000,13.3,628.5,0,436.8,0,81.8,1,455.6,0,4.5313,4.363
straight_walk,straight_walk_000,13.4,624.3,0,428.7,0,84.3,1,454.7,0,4.5383,4.3084
straight_walk,straight_walk_000,13.5,620.5,0,426.6,0,92.8,1,457.3,0,4.5217,4.2509
straight_walk,straight_walk_000,13.6,629.9,0,432.8,0,76.0,1,461.6,0,4.5878,4.3298
straight_walk,straight_walk_000,13.7,624.0,0,426.9,0,82.1,1,456.7,0,4.5538,4.2902
straight_walk,straight_walk_000,13.8,626.9,0,435.4,0,79.3,1,462.3,0,4.5478,4.3057
straight_walk,straight_walk_000,13.9,624.8,0,436.3,0,84.9,1,449.5,0,4.4833,4.3657
straight_walk,straight_walk_000,14.0,630.5,0,441.6,0,72.9,1,451.4,0,4.5114,4.4236
straight_walk,straight_walk_000,14.1,628.6,0,441.3,0,78.6,1,460.3,0,4.5212,4.3503
straight_walk,straight_walk_000,14.2,631.5,0,436.1,0,74.7,1,453.7,0,4.5588,4.4018
straight_walk,straight_walk_000,14.3,634.1,0,434.2,0,80.5,1,464.7,0,4.6223,4.3481
straight_walk,straight_walk_000,14.4,630.0,0,442.2,0,73.6,1,458.4,0,4.5241,4.3788
straight_walk,straight_walk_000,14.5,631.3,0,442.3,0,74.9,1,462.0,0,4.546,4.3675
straight_walk,straight_walk_000,14.6,627.6,0,441.5,0,76.9,1,450.8,0,4.4845,4.4016
straight_walk,straight_walk_000,14.7,634.9,0,437.5,0,70.4,0,470.1,0,4.6317,4.3361
straight_walk,straight_walk_000,14.8,638.1,0,441.6,0,69.5,1,459.4,0,4.6016,4.4414
straight_walk,straight_walk_000,14.9,637.2,0,439.5,0,69.9,1,459.9,0,4.608,4.4243
straight_walk,straight_walk_000,15.0,640.9,0,449.4,0,64.8,1,464.2,0,4.596,4.4613
straight_walk,straight_walk_000,15.1,639.0,0,454.5,0,65.1,1,462.6,0,4.5438,4.4703
straight_walk,straight_walk_000,15.2,641.9,0,447.4,0,67.3,1,460.9,0,4.6058,4.4829
straight_walk,straight_walk_000,15.3,642.5,0,447.9,0,67.4,1,471.7,0,4.6409,4.422
straight_walk,straight_walk_000,15.4,646.9,0,449.7,0,63.9,1,466.1,0,4.6517,4.5016
straight_walk,straight_walk_000,15.5,643.7,0,449.1,0,67.2,1,465.9,0,4.626,4.4726
straight_walk,straight_walk_000,15.6,640.9,0,440.8,0,66.2,1,467.1,0,4.6557,4.4167
straight_walk,straight_walk_000,15.7,643.2,0,450.6,0,62.9,1,468.2,0,4.622,4.4603
straight_walk,straight_walk_000,15.8,650.6,0,459.6,0,59.4,1,471.8,0,4.6441,4.5303
straight_walk,straight_walk_000,15.9,651.2,0,453.8,0,57.5,1,470.9,0,4.6827,4.5242
straight_walk,straight_walk_000,16.0,641.8,0,455.1,0,62.8,0,456.5,0,4.5466,4.5336
straight_walk,straight_walk_000,16.1,641.6,0,449.5,0,62.8,1,462.3,0,4.5966,4.4797
straight_walk,straight_walk_000,16.2,650.6,0,454.5,0,54.3,1,471.9,0,4.6777,4.5158
straight_walk,straight_walk_000,16.3,652.0,0,451.8,0,61.5,1,458.0,0,4.6595,4.6033
straight_walk,straight_walk_000,16.4,652.6,0,451.9,0,60.8,1,460.8,0,4.6726,4.5921
straight_walk,straight_walk_000,16.5,649.0,0,457.0,0,56.4,1,461.4,0,4.6149,4.5749
straight_walk,straight_walk_000,16.6,650.6,0,463.6,0,53.4,1,469.5,0,4.6141,4.5589
straight_walk,straight_walk_000,16.7,647.7,0,458.3,0,55.2,1,464.0,0,4.6037,4.5517
straight_walk,straight_walk_000,16.8,653.1,0,459.3,0,58.2,1,464.7,0,4.6464,4.596
straight_walk,straight_walk_000,16.9,650.4,0,452.9,0,59.2,1,472.5,0,4.6852,4.5037
straight_walk,straight_walk_000,17.0,652.7,0,462.9,0,59.7,1,467.6,0,4.6278,4.5848
straight_walk,straight_walk_000,17.1,652.6,0,461.5,0,51.7,1,467.1,0,4.638,4.5861
straight_walk,straight_walk_000,17.2,667.1,0,462.1,0,49.0,1,476.0,0,4.7899,4.6597
straight_walk,straight_walk_000,17.3,658.3,0,464.5,0,54.2,1,468.8,0,4.6731,4.6335
straight_walk,straight_walk_000,17.4,657.6,0,466.2,0,42.5,1,476.9,0,4.6859,4.5847
straight_walk,straight_walk_000,17.5,659.6,0,462.6,0,46.8,1,471.3,0,4.7069,4.626
straight_walk,straight_walk_000,17.6,655.9,0,464.6,0,48.8,1,463.2,0,4.6367,4.6497
straight_walk,straight_walk_000,17.7,660.7,0,468.3,0,40.6,1,471.3,0,4.6834,4.6553
straight_walk,straight_walk_000,17.8,659.6,0,464.4,0,46.3,1,477.8,0,4.7167,4.5908
straight_walk,straight_walk_000,17.9,666.7,0,472.2,0,47.0,1,471.2,0,4.7102,4.719
straight_walk,straight_walk_000,18.0,659.6,0,465.4,0,48.1,1,470.2,0,4.6863,4.6413
straight_walk,straight_walk_000,18.1,663.1,0,469.7,0,36.9,1,467.7,0,4.6856,4.7044
straight_walk,straight_walk_000,18.2,664.0,1,473.9,0,40.5,1,475.5,0,4.6903,4.6744
straight_walk,straight_walk_000,18.3,666.9,1,474.1,0,34.2,1,473.3,0,4.7086,4.7168
straight_walk,straight_walk_000,18.4,675.3,0,476.7,0,36.9,1,476.5,0,4.7777,4.7801
straight_walk,straight_walk_000,18.5,660.7,0,460.5,0,39.9,1,480.1,0,4.759,4.5747
straight_walk,straight_walk_000,18.6,665.4,0,473.5,0,37.9,1,481.0,0,4.7238,4.6524
straight_walk,straight_walk_000,18.7,672.3,0,477.1,0,33.1,1,469.3,0,4.7262,4.8
straight_walk,straight_walk_000,18.8,661.7,0,470.2,0,40.4,1,474.7,0,4.6912,4.6484
straight_walk,straight_walk_000,18.9,664.9,0,467.4,1,42.3,1,473.1,0,4.7308,4.6776
straight_walk,straight_walk_000,19.0,674.8,0,466.5,0,24.7,1,481.1,0,4.8544,4.7158
straight_walk,straight_walk_000,19.1,665.3,0,473.3,0,41.2,1,474.7,0,4.7027,4.6893
straight_walk,straight_walk_000,19.2,665.1,0,478.0,0,37.9,1,474.6,0,4.6717,4.7042
straight_walk,straight_walk_000,19.3,678.5,0,473.9,0,31.0,1,476.8,0,4.8267,4.7993
straight_walk,straight_walk_000,19.4,669.8,0,471.6,0,28.1,1,486.5,0,4.7947,4.6522
straight_walk,straight_walk_000,19.5,678.3,0,476.1,0,26.6,1,477.5,0,4.8136,4.8006
straight_walk,straight_walk_000,19.6,674.2,0,474.1,0,30.7,1,482.4,0,4.804,4.725
straight_walk,straight_walk_000,19.7,676.9,0,481.9,0,29.0,1,484.1,0,4.7847,4.7635
straight_walk,straight_walk_000,19.8,681.2,0,479.0,0,29.8,1,480.8,0,4.8314,4.8141
straight_walk,straight_walk_000,19.9,678.6,0,478.7,0,25.5,1,477.9,0,4.8017,4.8089
straight_walk,straight_walk_001,0.0,428.8,0,93.0,1,447.8,0,617.0,0,4.2689,0.5485
straight_walk,straight_walk_001,0.1,426.7,0,96.0,1,444.2,0,612.8,0,4.2464,0.5838
straight_walk,straight_walk_001,0.2,432.4,0,94.9,1,444.0,0,621.5,0,4.3171,0.5445
straight_walk,straight_walk_001,0.3,422.3,0,92.8,1,446.8,0,607.2,0,4.1949,0.5942
straight_walk,straight_walk_001,0.4,427.9,0,93.9,1,458.5,0,616.5,0,4.2277,0.5155
straight_walk,straight_walk_001,0.5,426.2,0,94.2,1,444.2,0,612.2,0,4.2433,0.5846
straight_walk,straight_walk_001,0.6,417.7,0,107.7,1,449.3,0,610.7,0,4.1562,0.5422
straight_walk,straight_walk_001,0.7,419.2,0,101.2,1,452.7,0,608.4,0,4.1537,0.5552
straight_walk,straight_walk_001,0.8,423.3,0,98.7,1,442.3,0,604.1,0,4.194,0.6424
straight_walk,straight_walk_001,0.9,412.9,0,105.4,1,450.8,0,601.3,0,4.0905,0.5856
straight_walk,straight_walk_001,1.0,413.3,0,107.6,1,452.2,0,604.8,0,4.0995,0.5573
straight_walk,straight_walk_001,1.1,409.9,0,107.6,1,451.2,1,599.8,0,4.0638,0.5816
straight_walk,straight_walk_001,1.2,414.7,0,107.8,1,450.7,0,600.5,0,4.0941,0.6048
straight_walk,straight_walk_001,1.3,413.4,0,106.0,1,457.5,1,599.7,0,4.0658,0.5818
straight_walk,straight_walk_001,1.4,408.1,0,112.6,1,459.2,0,601.7,0,4.0299,0.5357
straight_walk,straight_walk_001,1.5,406.7,0,120.1,0,452.3,0,599.0,0,4.0205,0.5772
straight_walk,straight_walk_001,1.6,391.3,0,126.9,1,458.1,1,586.8,0,3.8616,0.5789
straight_walk,straight_walk_001,1.7,403.5,1,117.8,1,450.7,0,594.7,0,3.9946,0.5972
straight_walk,straight_walk_001,1.8,399.9,0,122.5,1,450.0,0,595.4,0,3.9728,0.5782
straight_walk,straight_walk_001,1.9,399.1,0,122.1,1,455.5,0,600.0,0,3.9708,0.5199
straight_walk,straight_walk_001,2.0,400.8,0,117.0,1,452.2,0,595.4,0,3.9797,0.5719
straight_walk,straight_walk_001,2.1,400.7,0,121.8,1,460.5,0,602.3,0,3.9739,0.4944
straight_walk,straight_walk_001,2.2,392.4,0,124.5,1,457.3,0,592.5,0,3.8963,0.5406
straight_walk,straight_walk_001,2.3,395.6,0,126.2,1,450.4,0,592.2,0,3.9301,0.5818
straight_walk,straight_walk_001,2.4,390.6,0,126.9,1,467.5,0,596.1,0,3.8656,0.4739
straight_walk,straight_walk_001,2.5,388.1,0,137.0,1,461.5,0,583.3,0,3.803,0.5881
straight_walk,straight_walk_001,2.6,389.6,0,130.3,1,464.7,0,589.6,0,3.8376,0.5306
straight_walk,straight_walk_001,2.7,379.8,0,133.3,1,456.4,0,585.9,0,3.7929,0.538
straight_walk,straight_walk_001,2.8,379.5,0,134.0,1,462.8,0,586.4,0,3.7724,0.514
straight_walk,straight_walk_001,2.9,388.7,0,126.1,1,459.3,0,594.6,0,3.8767,0.4999
straight_walk,straight_walk_001,3.0,381.8,0,129.1,1,464.6,0,590.4,0,3.8033,0.4839
straight_walk,straight_walk_001,3.1,372.5,0,138.3,1,467.2,0,578.7,0,3.6859,0.5286
straight_walk,straight_walk_001,3.2,372.8,0,137.1,1,477.2,0,578.3,0,3.6567,0.5008
straight_walk,straight_walk_001,3.3,378.1,0,132.4,0,460.5,0,585.8,0,3.7732,0.5169
straight_walk,straight_walk_001,3.4,372.6,0,134.4,1,467.2,0,581.5,1,3.7046,0.5042
straight_walk,straight_walk_001,3.5,369.9,0,147.5,1,465.7,0,578.5,0,3.6599,0.5311
straight_walk,straight_walk_001,3.6,372.0,0,145.1,1,465.4,0,575.7,0,3.6648,0.5615
straight_walk,straight_walk_001,3.7,368.3,0,144.0,1,463.6,0,575.4,0,3.6534,0.5495
straight_walk,straight_walk_001,3.8,360.9,0,150.9,1,476.2,0,576.6,0,3.5686,0.4716
straight_walk,straight_walk_001,3.9,361.2,0,151.9,1,469.1,0,567.1,0,3.5543,0.569
straight_walk,straight_walk_001,4.0,359.4,0,154.8,1,468.1,0,573.3,0,3.5666,0.5195
straight_walk,straight_walk_001,4.1,361.7,0,145.1,1,480.9,0,580.2,0,3.583,0.4269
straight_walk,straight_walk_001,4.2,356.6,0,154.6,1,467.5,0,567.1,0,3.5316,0.5549
straight_walk,straight_walk_001,4.3,357.8,0,150.2,1,474.6,0,580.4,0,3.5752,0.4326
straight_walk,straight_walk_001,4.4,359.7,0,150.4,1,473.4,0,568.3,0,3.5413,0.5373
straight_walk,straight_walk_001,4.5,359.7,0,153.2,1,473.6,0,569.1,0,3.5377,0.534
straight_walk,straight_walk_001,4.6,352.8,0,161.5,1,471.8,0,573.4,0,3.5098,0.4827
straight_walk,straight_walk_001,4.7,351.2,0,163.8,1,476.5,0,571.4,0,3.4747,0.4784
straight_walk,straight_walk_001,4.8,351.5,0,167.5,1,473.5,0,566.2,0,3.458,0.5328
straight_walk,straight_walk_001,4.9,348.9,0,163.7,1,475.8,0,568.6,0,3.4558,0.4907
straight_walk,straight_walk_001,5.0,348.1,0,162.5,1,472.6,0,568.0,0,3.4627,0.5004
straight_walk,straight_walk_001,5.1,341.1,0,164.7,1,486.9,0,565.7,0,3.3715,0.4423
straight_walk,straight_walk_001,5.2,348.4,0,157.4,0,472.4,0,566.0,0,3.4678,0.5118
straight_walk,straight_walk_001,5.3,334.7,1,171.7,1,485.7,0,565.3,0,3.329,0.4284
straight_walk,straight_walk_001,5.4,343.0,0,164.9,1,480.0,0,571.1,0,3.4223,0.4331
straight_walk,straight_walk_001,5.5,344.9,0,177.7,1,474.7,0,557.8,0,3.3685,0.5729
straight_walk,straight_walk_001,5.6,333.9,0,176.2,1,488.5,0,563.8,0,3.3004,0.4318
straight_walk,straight_walk_001,5.7,332.6,0,173.0,1,484.2,0,564.4,0,3.3183,0.4316
straight_walk,straight_walk_001,5.8,335.8,0,180.8,0,480.7,0,555.9,0,3.294,0.5305
straight_walk,straight_walk_001,5.9,334.3,0,187.3,1,478.8,0,562.8,0,3.3028,0.4858
straight_walk,straight_walk_001,6.0,330.8,0,178.6,1,479.4,1,550.9,0,3.2628,0.5468
straight_walk,straight_walk_001,6.1,327.0,0,182.4,1,487.7,0,560.5,0,3.2453,0.4365
straight_walk,straight_walk_001,6.2,329.9,0,181.6,1,483.1,0,557.9,1,3.2653,0.4828
straight_walk,straight_walk_001,6.3,322.6,0,180.2,1,489.7,0,560.3,0,3.2243,0.4098
straight_walk,straight_walk_001,6.4,319.1,0,184.3,1,488.2,0,555.2,0,3.1855,0.4422
straight_walk,straight_walk_001,6.5,324.7,0,194.5,1,475.8,0,554.9,0,3.2223,0.521
straight_walk,straight_walk_001,6.6,323.9,0,193.8,1,489.8,0,549.5,0,3.1557,0.5117
straight_walk,straight_walk_001,6.7,324.0,0,188.6,1,488.1,0,556.8,0,3.2018,0.4574
